ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,DEALSIZE
10412,54,100,5,5951.34,1,2,5,2005,Trucks and Buses,118,Medium
10108,36,100,3,3731.04,1,1,3,2003,Classic Cars,115,Medium
10122,20,100,7,2142,1,2,5,2003,Classic Cars,115,Small
10135,29,97.89,4,2838.81,1,3,7,2003,Classic Cars,115,Small
10147,33,97.89,4,3230.37,1,3,9,2003,Classic Cars,115,Medium
10160,50,100,5,5182,1,4,10,2003,Classic Cars,115,Medium
10170,41,100,3,4391.1,1,4,11,2003,Classic Cars,115,Medium
10181,36,100,11,4477.32,1,4,11,2003,Classic Cars,115,Medium
10192,27,100,16,3544.56,1,4,11,2003,Classic Cars,115,Medium
10203,47,100,5,5195.85,1,4,12,2003,Classic Cars,115,Medium
10212,33,100,15,4180.44,1,1,1,2004,Classic Cars,115,Medium
10225,21,100,6,2684.43,1,1,2,2004,Classic Cars,115,Small
10239,21,93.28,5,1958.88,1,2,4,2004,Classic Cars,115,Small
10253,41,100,10,4910.57,0,2,6,2004,Classic Cars,115,Medium
10266,40,100,11,4468.4,1,3,7,2004,Classic Cars,115,Medium
10277,28,100,1,3127.88,1,3,8,2004,Classic Cars,115,Medium
10287,23,100,9,2675.13,1,3,8,2004,Classic Cars,115,Small
10300,23,100,2,2807.61,1,4,10,2003,Classic Cars,115,Small
10310,25,100,7,2504.75,1,4,10,2004,Classic Cars,115,Small
10321,24,100,15,2984.88,1,4,11,2004,Classic Cars,115,Small
10329,39,64.74,15,2524.86,1,4,11,2004,Classic Cars,115,Small
10341,55,75.2,7,4136,1,4,11,2004,Classic Cars,115,Medium
10363,46,88.45,6,4068.7,1,1,1,2005,Classic Cars,115,Medium
10377,50,100,1,5182,1,1,2,2005,Classic Cars,115,Medium
10389,47,100,8,5243.79,1,1,3,2005,Classic Cars,115,Medium
10405,97,93.28,5,9048.16,1,2,4,2005,Classic Cars,115,Large
10419,32,100,10,3832.64,1,2,5,2005,Classic Cars,115,Medium
10103,35,100,10,3920,1,1,1,2003,Trucks and Buses,116,Medium
10113,49,100,4,4916.66,1,1,3,2003,Trucks and Buses,116,Medium
10126,38,100,10,3857,1,2,5,2003,Trucks and Buses,116,Medium
10140,32,100,10,4181.44,1,3,7,2003,Trucks and Buses,116,Medium
10150,34,100,7,4641,1,3,9,2003,Trucks and Buses,116,Medium
10174,48,93.34,3,4480.32,1,4,11,2003,Trucks and Buses,116,Medium
10183,21,96.84,7,2033.64,1,4,11,2003,Trucks and Buses,116,Small
10194,21,93.34,10,1960.14,1,4,11,2003,Trucks and Buses,116,Small
10206,34,100,5,3966.78,1,4,12,2003,Trucks and Buses,116,Medium
10215,46,100,2,5152,1,1,1,2004,Trucks and Buses,116,Medium
10228,32,100,1,3360,1,1,3,2004,Trucks and Buses,116,Medium
10245,29,100,8,3451,1,2,5,2004,Trucks and Buses,116,Medium
10258,41,100,5,5453,1,2,6,2004,Trucks and Buses,116,Medium
10270,43,96.84,8,4164.12,1,3,7,2004,Trucks and Buses,116,Medium
10280,24,100,1,2800.08,1,3,8,2004,Trucks and Buses,116,Small
10291,41,100,10,4687.94,1,3,9,2004,Trucks and Buses,116,Medium
10304,46,98,5,4508,1,4,10,2004,Trucks and Buses,116,Medium
10312,32,100,2,4181.44,1,4,10,2004,Trucks and Buses,116,Medium
10322,22,100,10,2251.04,1,4,11,2004,Trucks and Buses,116,Small
10333,29,40.25,7,1167.25,1,4,11,2004,Trucks and Buses,116,Small
10347,42,49.6,5,2083.2,1,4,11,2004,Trucks and Buses,116,Small
10357,39,98,1,3822,1,4,12,2004,Trucks and Buses,116,Medium
10370,27,100,1,3911.49,1,1,1,2005,Trucks and Buses,116,Medium
10381,48,98,2,4704,1,1,2,2005,Trucks and Buses,116,Medium
10391,29,85.1,10,2467.9,1,1,3,2005,Trucks and Buses,116,Small
10411,27,100,8,3213,1,2,5,2005,Trucks and Buses,116,Medium
10109,26,100,4,4379.18,1,1,3,2003,Classic Cars,141,Medium
10122,34,100,2,5004.8,1,2,5,2003,Classic Cars,141,Medium
10136,25,100,2,3644.75,1,3,7,2003,Classic Cars,141,Medium
10148,23,100,13,2702.04,1,3,9,2003,Classic Cars,141,Small
10161,28,100,12,3764.88,1,4,10,2003,Classic Cars,141,Medium
10171,35,100,2,4508,1,4,11,2003,Classic Cars,141,Medium
10181,44,100,6,5418.16,1,4,11,2003,Classic Cars,141,Medium
10192,22,100,11,3300.66,1,4,11,2003,Classic Cars,141,Medium
10204,42,100,17,6182.4,1,4,12,2003,Classic Cars,141,Medium
10212,29,100,10,4186.73,1,1,1,2004,Classic Cars,141,Medium
10225,32,100,1,4529.28,1,1,2,2004,Classic Cars,141,Medium
10240,41,100,3,5628.89,1,2,4,2004,Classic Cars,141,Medium
10253,26,100,5,3054.48,0,2,6,2004,Classic Cars,141,Medium
10266,21,100,6,2526.51,1,3,7,2004,Classic Cars,141,Small
10278,34,100,6,4667.86,1,3,8,2004,Classic Cars,141,Medium
10287,41,100,4,6499.32,1,3,8,2004,Classic Cars,141,Medium
10301,37,100,8,5917.78,1,4,10,2003,Classic Cars,141,Medium
10310,37,100,2,6231.91,1,4,10,2004,Classic Cars,141,Medium
10321,41,100,10,5803.14,1,4,11,2004,Classic Cars,141,Medium
10331,46,100,6,6434.02,1,4,11,2004,Classic Cars,141,Medium
10342,40,100,2,6454.4,1,4,11,2004,Classic Cars,141,Medium
10356,43,97.6,8,4196.8,1,4,12,2004,Classic Cars,141,Medium
10365,30,87.06,1,2611.8,1,1,1,2005,Classic Cars,141,Small
10377,35,100,2,5895.05,1,1,2,2005,Classic Cars,141,Medium
10390,36,93.77,14,3375.72,1,1,3,2005,Classic Cars,141,Medium
10419,38,100,5,4464.24,1,2,5,2005,Classic Cars,141,Medium
10102,39,100,2,4808.31,1,1,1,2003,Vintage Cars,102,Medium
10111,33,99.66,6,3288.78,1,1,3,2003,Vintage Cars,102,Medium
10125,32,100,1,3254.72,1,2,5,2003,Vintage Cars,102,Medium
10139,31,100,7,3184.94,1,3,7,2003,Vintage Cars,102,Medium
10149,50,100,4,5907.5,1,3,9,2003,Vintage Cars,102,Medium
10162,48,91.44,2,4389.12,1,4,10,2003,Vintage Cars,102,Medium
10173,43,100,6,5036.16,1,4,11,2003,Vintage Cars,102,Medium
10182,25,87.33,3,2183.25,1,4,11,2003,Vintage Cars,102,Small
10193,28,100,7,3106.88,1,4,11,2003,Vintage Cars,102,Medium
10205,36,100,2,3735.72,1,4,12,2003,Vintage Cars,102,Medium
10215,27,89.38,10,2413.26,1,1,1,2004,Vintage Cars,102,Small
10227,25,100,3,2953.75,1,1,3,2004,Vintage Cars,102,Small
10244,40,100,7,4684.8,1,2,4,2004,Vintage Cars,102,Medium
10256,34,95.55,2,3248.7,1,2,6,2004,Vintage Cars,102,Medium
10280,50,100,9,5239.5,1,3,8,2004,Vintage Cars,102,Medium
10289,38,100,2,4567.98,1,3,9,2004,Vintage Cars,102,Medium
10304,37,95.55,13,3535.35,1,4,10,2004,Vintage Cars,102,Medium
10312,43,89.38,10,3843.34,1,4,10,2004,Vintage Cars,102,Medium
10322,43,86.3,14,3710.9,1,4,11,2004,Vintage Cars,102,Medium
10332,46,95.13,15,4375.98,1,4,11,2004,Vintage Cars,102,Medium
10346,42,36.11,3,1516.62,1,4,11,2004,Vintage Cars,102,Small
10356,50,50.18,9,2509,1,4,12,2004,Vintage Cars,102,Small
10369,44,100,8,9240.44,1,1,1,2005,Vintage Cars,102,Large
10380,27,93.16,13,2515.32,1,1,2,2005,Vintage Cars,102,Small
10391,35,100,2,5548.9,1,1,3,2005,Vintage Cars,102,Medium
10102,41,50.14,1,2055.74,1,1,1,2003,Vintage Cars,53,Small
10111,48,49.06,5,2354.88,1,1,3,2003,Vintage Cars,53,Small
10126,42,54.99,17,2309.58,1,2,5,2003,Vintage Cars,53,Small
10139,49,43.13,6,2113.37,1,3,7,2003,Vintage Cars,53,Small
10149,30,58.22,3,1746.6,1,3,9,2003,Vintage Cars,53,Small
10162,45,51.21,1,2304.45,1,4,10,2003,Vintage Cars,53,Small
10173,48,44.21,5,2122.08,1,4,11,2003,Vintage Cars,53,Small
10182,32,54.45,2,1742.4,1,4,11,2003,Vintage Cars,53,Small
10193,46,53.37,6,2455.02,1,4,11,2003,Vintage Cars,53,Small
10205,48,63.61,1,3053.28,1,4,12,2003,Vintage Cars,53,Medium
10215,33,43.13,9,1423.29,1,1,1,2004,Vintage Cars,53,Small
10227,31,48.52,2,1504.12,1,1,3,2004,Vintage Cars,53,Small
10244,20,58.22,6,1164.4,1,2,4,2004,Vintage Cars,53,Small
10256,29,51.75,1,1500.75,1,2,6,2004,Vintage Cars,53,Small
10280,27,57.68,8,1557.36,1,3,8,2004,Vintage Cars,53,Small
10289,24,56.07,1,1345.68,1,3,9,2004,Vintage Cars,53,Small
10304,37,48.52,12,1795.24,1,4,10,2004,Vintage Cars,53,Small
10312,25,44.21,9,1105.25,1,4,10,2004,Vintage Cars,53,Small
10322,41,57.68,5,2364.88,1,4,11,2004,Vintage Cars,53,Small
10332,27,89.89,16,2427.03,1,4,11,2004,Vintage Cars,53,Small
10347,21,58.95,7,1237.95,1,4,11,2004,Vintage Cars,53,Small
10356,22,72.41,6,1593.02,1,4,12,2004,Vintage Cars,53,Small
10369,32,98.63,7,3156.16,1,1,1,2005,Vintage Cars,53,Medium
10381,25,52.83,9,1320.75,1,1,2,2005,Vintage Cars,53,Small
10391,42,100,3,4998,1,1,3,2005,Vintage Cars,53,Medium
10110,37,100,16,5433.08,1,1,3,2003,Classic Cars,124,Medium
10123,26,100,2,3073.72,1,2,5,2003,Classic Cars,124,Medium
10137,44,99.55,2,4380.2,1,3,7,2003,Classic Cars,124,Medium
10148,47,100,9,5848.68,1,3,9,2003,Classic Cars,124,Medium
10161,43,100,8,6153.73,1,4,10,2003,Classic Cars,124,Medium
10172,42,100,6,4965.24,1,4,11,2003,Classic Cars,124,Medium
10181,42,100,2,5435.64,1,4,11,2003,Classic Cars,124,Medium
10192,29,100,7,4258.36,1,4,11,2003,Classic Cars,124,Medium
10204,40,100,13,4032,1,4,12,2003,Classic Cars,124,Medium
10212,38,100,6,4492.36,1,1,1,2004,Classic Cars,124,Medium
10226,38,100,4,4161.38,1,1,2,2004,Classic Cars,124,Medium
10241,21,100,11,2508.66,1,2,4,2004,Classic Cars,124,Small
10253,24,100,1,3374.88,0,2,6,2004,Classic Cars,124,Medium
10266,36,100,2,5196.6,1,3,7,2004,Classic Cars,124,Medium
10278,23,100,2,2604.52,1,3,8,2004,Classic Cars,124,Small
10288,20,100,14,2936.8,1,3,9,2004,Classic Cars,124,Small
10301,32,100,4,3424.64,1,4,10,2003,Classic Cars,124,Medium
10311,29,100,9,2923.2,1,4,10,2004,Classic Cars,124,Small
10321,44,100,6,4489.76,1,4,11,2004,Classic Cars,124,Medium
10331,44,100,14,4849.24,1,4,11,2004,Classic Cars,124,Medium
10343,36,100,4,5848.92,1,4,11,2004,Classic Cars,124,Medium
10378,34,42.64,5,1449.76,1,1,2,2005,Classic Cars,124,Small
10419,37,100,1,5202.94,1,2,5,2005,Classic Cars,124,Medium
10106,36,100,12,5279.4,1,1,2,2003,Planes,157,Medium
10119,43,100,3,6916.12,1,2,4,2003,Planes,157,Medium
10131,21,100,4,2781.66,1,2,6,2003,Planes,157,Small
10143,32,100,7,5248,1,3,8,2003,Planes,157,Medium
10155,38,100,5,6531.44,1,4,10,2003,Planes,157,Medium
10167,43,100,1,5763.72,0,4,10,2003,Planes,157,Medium
10178,42,100,4,6490.68,1,4,11,2003,Planes,157,Medium
10186,32,100,1,6004.8,1,4,11,2003,Planes,157,Medium
10198,42,100,4,7483.98,1,4,11,2003,Planes,157,Large
10210,31,100,17,5719.5,1,1,1,2004,Planes,157,Medium
10222,49,100,4,6954.08,1,1,2,2004,Planes,157,Medium
10250,45,100,14,8160.3,1,2,5,2004,Planes,157,Large
10262,49,100,9,6567.96,0,2,6,2004,Planes,157,Medium
10274,41,100,1,6724,1,3,7,2004,Planes,157,Medium
10284,45,100,11,5747.85,1,3,8,2004,Planes,157,Medium
10296,36,100,7,5676.84,1,3,9,2004,Planes,157,Medium
10307,39,100,1,7379.97,1,4,10,2004,Planes,157,Large
10316,27,100,9,3704.13,1,4,11,2004,Planes,157,Medium
10338,41,100,1,5624.79,1,4,11,2004,Planes,157,Medium
10351,39,99.52,1,3881.28,1,4,12,2004,Planes,157,Medium
10373,28,57.55,4,1611.4,1,1,1,2005,Planes,157,Small
10398,33,100,11,4215.09,1,1,3,2005,Planes,157,Medium
10400,34,100,1,6433.82,1,2,4,2005,Planes,157,Medium
10416,24,100,14,4352.16,1,2,5,2005,Planes,157,Medium
10100,30,100,3,5151,1,1,1,2003,Vintage Cars,170,Medium
10110,42,100,7,6069,1,1,3,2003,Vintage Cars,170,Medium
10124,21,100,6,2856,1,2,5,2003,Vintage Cars,170,Small
10149,34,100,11,5375.4,1,3,9,2003,Vintage Cars,170,Medium
10162,29,100,9,5176.5,1,4,10,2003,Vintage Cars,170,Medium
10173,24,100,13,3508.8,1,4,11,2003,Vintage Cars,170,Medium
10182,44,100,10,7554.8,1,4,11,2003,Vintage Cars,170,Large
10193,21,100,14,3141.6,1,4,11,2003,Vintage Cars,170,Medium
10204,33,100,4,5890.5,1,4,12,2003,Vintage Cars,170,Medium
10214,30,100,7,5967,1,1,1,2004,Vintage Cars,170,Medium
10227,26,100,10,3712.8,1,1,3,2004,Vintage Cars,170,Medium
10241,41,100,2,7597.3,1,2,4,2004,Vintage Cars,170,Large
10280,26,100,16,3668.6,1,3,8,2004,Vintage Cars,170,Medium
10288,32,100,5,5875.2,1,3,9,2004,Vintage Cars,170,Medium
10302,43,100,1,7310,1,4,10,2003,Vintage Cars,170,Large
10312,48,100,17,8078.4,1,4,10,2004,Vintage Cars,170,Large
10331,44,74.04,7,3257.76,1,4,11,2004,Vintage Cars,170,Medium
10344,45,100,1,7650,1,4,11,2004,Vintage Cars,170,Large
10379,39,100,2,5399.55,1,1,2,2005,Vintage Cars,170,Medium
10108,38,82.39,2,3130.82,1,1,3,2003,Classic Cars,77,Medium
10122,43,72.38,6,3112.34,1,2,5,2003,Classic Cars,77,Medium
10135,48,79.31,3,3806.88,1,3,7,2003,Classic Cars,77,Medium
10147,26,82.39,3,2142.14,1,3,9,2003,Classic Cars,77,Small
10160,38,88.55,4,3364.9,1,4,10,2003,Classic Cars,77,Medium
10170,20,63.14,2,1262.8,1,4,11,2003,Classic Cars,77,Small
10181,22,73.92,10,1626.24,1,4,11,2003,Classic Cars,77,Small
10192,45,90.86,15,4088.7,1,4,11,2003,Classic Cars,77,Medium
10203,45,85.47,4,3846.15,1,4,12,2003,Classic Cars,77,Medium
10212,20,66.99,14,1339.8,1,1,1,2004,Classic Cars,77,Small
10225,47,64.68,5,3039.96,1,1,2,2004,Classic Cars,77,Medium
10239,46,73.92,4,3400.32,1,2,4,2004,Classic Cars,77,Medium
10253,23,83.93,9,1930.39,0,2,6,2004,Classic Cars,77,Small
10266,33,74.69,10,2464.77,1,3,7,2004,Classic Cars,77,Small
10278,29,90.86,10,2634.94,1,3,8,2004,Classic Cars,77,Small
10287,44,82.39,8,3625.16,1,3,8,2004,Classic Cars,77,Medium
10300,41,92.4,1,3788.4,1,4,10,2003,Classic Cars,77,Medium
10310,20,91.63,6,1832.6,1,4,10,2004,Classic Cars,77,Small
10321,37,78.54,14,2905.98,1,4,11,2004,Classic Cars,77,Small
10329,29,100,9,2954.81,1,4,11,2004,Classic Cars,77,Small
10342,55,65.45,1,3599.75,1,4,11,2004,Classic Cars,77,Medium
10363,22,100,7,3686.54,1,1,1,2005,Classic Cars,77,Medium
10377,31,67.76,4,2100.56,1,1,2,2005,Classic Cars,77,Small
10389,49,79.22,3,3881.78,1,1,3,2005,Classic Cars,77,Medium
10405,61,73.92,4,4509.12,1,2,4,2005,Classic Cars,77,Medium
10419,39,83.93,9,3273.27,1,2,5,2005,Classic Cars,77,Medium
10109,38,100,3,4432.7,1,1,3,2003,Classic Cars,142,Medium
10122,31,100,1,4100.99,1,2,5,2003,Classic Cars,142,Medium
10136,36,100,1,5274.72,1,3,7,2003,Classic Cars,142,Medium
10148,25,100,12,4232,1,3,9,2003,Classic Cars,142,Medium
10161,48,100,11,6145.44,1,4,10,2003,Classic Cars,142,Medium
10171,35,100,1,4680.2,1,4,11,2003,Classic Cars,142,Medium
10181,21,100,5,3286.08,1,4,11,2003,Classic Cars,142,Medium
10192,47,100,10,7421.3,1,4,11,2003,Classic Cars,142,Large
10204,38,100,16,6432.64,1,4,12,2003,Classic Cars,142,Medium
10212,41,100,9,4840.87,1,1,1,2004,Classic Cars,142,Medium
10226,24,100,7,3892.08,1,1,2,2004,Classic Cars,142,Medium
10240,37,100,2,5526.32,1,2,4,2004,Classic Cars,142,Medium
10253,33,100,4,4459.62,0,2,6,2004,Classic Cars,142,Medium
10266,49,100,5,6203.4,1,3,7,2004,Classic Cars,142,Medium
10278,29,100,5,3754.05,1,3,8,2004,Classic Cars,142,Medium
10287,24,100,3,3516.48,1,3,8,2004,Classic Cars,142,Medium
10301,47,100,7,7488.04,1,4,10,2003,Classic Cars,142,Large
10310,24,100,1,3448.08,1,4,10,2004,Classic Cars,142,Medium
10321,25,100,9,3734,1,4,11,2004,Classic Cars,142,Medium
10331,30,32.47,8,974.1,1,4,11,2004,Classic Cars,142,Small
10342,22,100,3,3160.74,1,4,11,2004,Classic Cars,142,Medium
10356,27,64.69,2,1746.63,1,4,12,2004,Classic Cars,142,Small
10366,34,100,3,4207.84,1,1,1,2005,Classic Cars,142,Medium
10377,36,100,6,4352.76,1,1,2,2005,Classic Cars,142,Medium
10390,34,43.05,15,1463.7,1,1,3,2005,Classic Cars,142,Small
10419,34,100,4,4594.76,1,2,5,2005,Classic Cars,142,Medium
10104,24,100,8,3457.92,1,1,1,2003,Classic Cars,163,Medium
10115,46,100,4,7381.16,1,2,4,2003,Classic Cars,163,Large
10127,45,100,10,7146.9,1,2,6,2003,Classic Cars,163,Large
10141,39,100,4,5938.53,1,3,8,2003,Classic Cars,163,Medium
10151,43,100,2,7110.91,1,3,9,2003,Classic Cars,163,Large
10165,29,100,11,5032.95,1,4,10,2003,Classic Cars,163,Medium
10176,20,100,10,3667.6,1,4,11,2003,Classic Cars,163,Medium
10184,46,100,5,7381.16,1,4,11,2003,Classic Cars,163,Large
10195,27,100,5,5128.11,1,4,11,2003,Classic Cars,163,Medium
10207,44,100,6,7060.24,1,4,12,2003,Classic Cars,163,Large
10219,43,100,1,8448.64,1,1,2,2004,Classic Cars,163,Large
10230,49,100,8,7300.51,1,1,3,2004,Classic Cars,163,Large
10246,40,100,4,6549.2,1,2,5,2004,Classic Cars,163,Medium
10259,30,100,3,5697.9,1,2,6,2004,Classic Cars,163,Medium
10271,50,100,4,9169,1,3,7,2004,Classic Cars,163,Large
10282,23,100,13,3238.63,1,3,8,2004,Classic Cars,163,Medium
10292,26,100,7,4554.94,1,3,9,2004,Classic Cars,163,Medium
10305,27,100,4,3934.44,1,4,10,2004,Classic Cars,163,Medium
10314,42,100,13,5776.26,1,4,10,2004,Classic Cars,163,Medium
10324,47,100,8,7207.45,1,4,11,2004,Classic Cars,163,Large
10336,49,100,6,7460.74,1,4,11,2004,Classic Cars,163,Large
10349,38,100,8,6719.54,1,4,12,2004,Classic Cars,163,Medium
10358,20,100,10,2428,1,4,12,2004,Classic Cars,163,Small
10371,25,100,7,2602.25,1,1,1,2005,Classic Cars,163,Small
10382,25,88,5,2200,1,1,2,2005,Classic Cars,163,Small
10412,41,100,4,6712.93,1,2,5,2005,Classic Cars,163,Medium
10100,50,67.8,2,3390,1,1,1,2003,Vintage Cars,60,Medium
10110,32,50.25,6,1608,1,1,3,2003,Vintage Cars,60,Small
10124,42,53.88,5,2262.96,1,2,5,2003,Vintage Cars,60,Small
10149,24,62.36,10,1496.64,1,3,9,2003,Vintage Cars,60,Small
10162,27,69.62,8,1879.74,1,4,10,2003,Vintage Cars,60,Small
10173,26,57.51,12,1495.26,1,4,11,2003,Vintage Cars,60,Small
10182,38,61.15,9,2323.7,1,4,11,2003,Vintage Cars,60,Small
10193,42,59.33,13,2491.86,1,4,11,2003,Vintage Cars,60,Small
10204,23,71.44,3,1643.12,1,4,12,2003,Vintage Cars,60,Small
10214,21,62.96,6,1322.16,1,1,1,2004,Vintage Cars,60,Small
10227,28,50.85,9,1423.8,1,1,3,2004,Vintage Cars,60,Small
10241,33,72.65,1,2397.45,1,2,4,2004,Vintage Cars,60,Small
10280,25,62.96,15,1574,1,3,8,2004,Vintage Cars,60,Small
10288,28,61.75,4,1729,1,3,9,2004,Vintage Cars,60,Small
10303,46,49.04,2,2255.84,1,4,10,2004,Vintage Cars,60,Small
10312,30,61.15,16,1834.5,1,4,10,2004,Vintage Cars,60,Small
10332,38,84.25,9,3201.5,1,4,11,2004,Vintage Cars,60,Medium
10344,40,56.91,2,2276.4,1,4,11,2004,Vintage Cars,60,Small
10379,27,49.3,1,1331.1,1,1,2,2005,Vintage Cars,60,Small
10104,29,100,12,3772.61,1,1,1,2003,Trucks and Buses,122,Medium
10114,39,100,3,4164.42,1,2,4,2003,Trucks and Buses,122,Medium
10127,45,100,14,6295.95,1,2,6,2003,Trucks and Buses,122,Medium
10141,47,100,8,6287.66,1,3,8,2003,Trucks and Buses,122,Medium
10151,49,100,6,5412.54,1,3,9,2003,Trucks and Buses,122,Medium
10165,46,100,15,5984.14,1,4,10,2003,Trucks and Buses,122,Medium
10175,48,100,4,5891.04,1,4,11,2003,Trucks and Buses,122,Medium
10184,46,100,9,5984.14,1,4,11,2003,Trucks and Buses,122,Medium
10195,35,100,9,3608.15,1,4,11,2003,Trucks and Buses,122,Medium
10207,43,100,10,5752.54,1,4,12,2003,Trucks and Buses,122,Medium
10229,26,100,4,3765.32,1,1,3,2004,Trucks and Buses,122,Medium
10246,22,98.18,8,2159.96,1,2,5,2004,Trucks and Buses,122,Small
10259,34,99.41,7,3379.94,1,2,6,2004,Trucks and Buses,122,Medium
10271,50,100,8,5093.5,1,3,7,2004,Trucks and Buses,122,Medium
10281,48,100,4,5773.44,1,3,8,2004,Trucks and Buses,122,Medium
10292,41,100,11,4528.86,1,3,9,2004,Trucks and Buses,122,Medium
10305,36,100,8,4816.08,1,4,10,2004,Trucks and Buses,122,Medium
10313,29,100,2,3416.78,1,4,10,2004,Trucks and Buses,122,Medium
10324,33,37.48,10,1236.84,1,4,11,2004,Trucks and Buses,122,Small
10349,38,100,7,5223.48,1,4,12,2004,Trucks and Buses,122,Medium
10358,20,36.42,11,728.4,1,4,12,2004,Trucks and Buses,122,Small
10370,22,100,5,3949,1,1,1,2005,Trucks and Buses,122,Medium
10383,27,100,11,3843.99,1,1,2,2005,Trucks and Buses,122,Medium
10412,56,98.18,8,5498.08,1,2,5,2005,Trucks and Buses,122,Medium
10101,25,100,4,3782,1,1,1,2003,Vintage Cars,127,Medium
10110,33,100,4,3859.68,1,1,3,2003,Vintage Cars,127,Medium
10124,42,100,3,4431.84,1,2,5,2003,Vintage Cars,127,Medium
10149,33,100,8,4950.33,1,3,9,2003,Vintage Cars,127,Medium
10162,38,100,6,4299.7,1,4,10,2003,Vintage Cars,127,Medium
10173,31,100,10,4492.83,1,4,11,2003,Vintage Cars,127,Medium
10182,20,100,7,2212,1,4,11,2003,Vintage Cars,127,Small
10193,44,100,11,4642.88,1,4,11,2003,Vintage Cars,127,Medium
10204,26,100,1,3206.32,1,4,12,2003,Vintage Cars,127,Medium
10214,27,100,4,3604.23,1,1,1,2004,Vintage Cars,127,Medium
10227,46,100,7,7017.76,1,1,3,2004,Vintage Cars,127,Large
10243,47,100,2,6154.18,1,2,4,2004,Vintage Cars,127,Medium
10280,37,100,13,4750.8,1,3,8,2004,Vintage Cars,127,Medium
10288,31,100,2,3822.92,1,3,9,2004,Vintage Cars,127,Medium
10304,24,100,17,2440.8,1,4,10,2004,Vintage Cars,127,Small
10312,31,100,14,4729.36,1,4,10,2004,Vintage Cars,127,Medium
10322,50,100,6,12536.5,1,4,11,2004,Vintage Cars,127,Large
10332,35,64.69,8,2264.15,1,4,11,2004,Vintage Cars,127,Small
10344,30,100,3,3928.2,1,4,11,2004,Vintage Cars,127,Medium
10356,29,100,3,3630.22,1,4,12,2004,Vintage Cars,127,Medium
10380,40,100,10,4931.6,1,1,2,2005,Vintage Cars,127,Medium
10390,31,98.99,16,3068.69,1,1,3,2005,Vintage Cars,127,Medium
10409,6,100,2,785.64,1,2,4,2005,Vintage Cars,127,Small
10103,22,54.09,2,1189.98,1,1,1,2003,Trucks and Buses,60,Small
10114,45,68.67,6,3090.15,1,2,4,2003,Trucks and Buses,60,Medium
10126,43,65.02,2,2795.86,1,2,5,2003,Trucks and Buses,60,Small
10140,46,61.99,2,2851.54,1,3,7,2003,Trucks and Buses,60,Small
10151,39,69.28,9,2701.92,1,3,9,2003,Trucks and Buses,60,Small
10165,31,71.1,18,2204.1,1,4,10,2003,Trucks and Buses,60,Small
10175,41,69.28,7,2840.48,1,4,11,2003,Trucks and Buses,60,Small
10184,44,60.16,12,2647.04,1,4,11,2003,Trucks and Buses,60,Small
10194,45,70.49,2,3172.05,1,4,11,2003,Trucks and Buses,60,Medium
10207,37,69.89,13,2585.93,1,4,12,2003,Trucks and Buses,60,Small
10217,35,61.38,2,2148.3,1,1,2,2004,Trucks and Buses,60,Small
10229,28,59.55,7,1667.4,1,1,3,2004,Trucks and Buses,60,Small
10246,30,61.99,11,1859.7,1,2,5,2004,Trucks and Buses,60,Small
10259,30,49.22,10,1476.6,1,2,6,2004,Trucks and Buses,60,Small
10271,25,69.28,11,1732,1,3,7,2004,Trucks and Buses,60,Small
10281,29,57.73,7,1674.17,1,3,8,2004,Trucks and Buses,60,Small
10291,26,57.73,2,1500.98,1,3,9,2004,Trucks and Buses,60,Small
10305,41,53.48,11,2192.68,1,4,10,2004,Trucks and Buses,60,Small
10313,34,52.87,5,1797.58,1,4,10,2004,Trucks and Buses,60,Small
10322,35,61.21,11,2142.35,1,4,11,2004,Trucks and Buses,60,Small
10347,50,100,8,6834.5,1,4,11,2004,Trucks and Buses,60,Medium
10357,41,61.99,7,2541.59,1,4,12,2004,Trucks and Buses,60,Small
10370,22,96.86,7,2130.92,1,1,1,2005,Trucks and Buses,60,Small
10381,35,48.62,7,1701.7,1,1,2,2005,Trucks and Buses,60,Small
10391,44,38.5,5,1694,1,1,3,2005,Trucks and Buses,60,Small
10412,47,61.99,11,2913.53,1,2,5,2005,Trucks and Buses,60,Small
10106,34,90.39,2,3073.26,1,1,2,2003,Planes,84,Medium
10120,29,71.81,8,2082.49,1,2,4,2003,Planes,84,Small
10133,49,69.27,3,3394.23,1,2,6,2003,Planes,84,Medium
10145,30,85.32,14,2559.6,1,3,8,2003,Planes,84,Small
10168,21,70.96,9,1490.16,1,4,10,2003,Planes,84,Small
10210,50,76.88,7,3844,1,1,1,2004,Planes,84,Medium
10223,47,100,9,4724.91,1,1,2,2004,Planes,84,Medium
10235,24,76.03,3,1824.72,1,2,4,2004,Planes,84,Small
10250,27,98.84,4,2668.68,1,2,5,2004,Planes,84,Small
10263,33,86.17,10,2843.61,1,2,6,2004,Planes,84,Small
10275,35,90.39,9,3163.65,1,3,7,2004,Planes,84,Medium
10284,31,71.81,1,2226.11,1,3,8,2004,Planes,84,Small
10297,25,82.79,4,2069.75,1,3,9,2004,Planes,84,Small
10308,27,82.79,7,2235.33,1,4,10,2004,Planes,84,Small
10318,31,100,9,3116.43,1,4,11,2004,Planes,84,Medium
